Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
128077.0,-3.28894376482707,-4.80984848331249,-1.23152353094318,6.04107847012641,-1.94840009439954,1.77285634355384,2.17736675991855,0.561663659288954,-1.85995096502713,0.660074553816904,-0.0178693600922453,-0.319876354796682,0.0458435494044844,0.743299111014772,0.365044397725157,0.83243870924605,-0.186554624867048,1.72623408377847,0.651377490895994,3.31768860330145,1.35229498781014,0.869342087784471,2.76066517983655,-0.514611967335869,0.114622444747237,0.531043968206645,-0.533324681678613,-0.548096073285561,1206.14,0
128878.0,2.02049260804302,-1.00065835862756,-1.03949518771353,-0.453274882167977,-0.73703409105264,-0.433759982250978,-0.587954587812508,-0.148475633511866,-0.49179603300525,1.02430519206976,0.319341743361084,0.712774284610419,0.666806931445475,0.0361714774486368,-0.62856699854535,-1.24070671720335,-0.495534443286963,1.80204870900308,-0.588961218246786,-0.443204789632385,0.0248648596177643,0.619987432442298,-0.0410736913060062,-0.264673843144175,-0.0256012333265219,0.91003059391874,-0.0518865280038112,-0.0631950266202265,67.95,0
42728.0,0.88369389977112,-0.761362306856894,0.928800942844026,1.38977937634522,-0.730350659676503,1.22893845923528,-0.771122961980089,0.432439429600336,1.19664816059627,-0.165765104903073,-0.616893810802068,0.679301669533729,-0.497228561147736,-0.502566257724938,-1.43709150040284,0.305066038592215,-0.554263073584484,0.768418153468749,0.7038145982324,0.145774659813121,-0.0364450880832065,-0.104183032560701,-0.321204193200079,-0.812607841352765,0.547629967411262,-0.273657964992657,0.0555331054610633,0.0395903127533569,150.0,0
162855.0,-0.0723767288270788,0.735399965057431,-2.2112398489285,-2.1531562598873,3.55634292259562,2.78163347351708,1.14257137002577,0.60274816031444,-0.561614753955212,-0.477115724567502,-0.147009276444617,-0.123193802811388,-0.466873161253258,0.928886424262853,0.244337252855066,-0.73390705711525,-0.485620137059553,-0.493638189091678,-0.264907634294906,0.0459616901433563,0.256899200307321,0.796233978441886,-0.159167176278113,0.752505321842969,-0.263956784240413,0.108373868522714,0.40691495712076,0.263923841879018,24.0,0
128481.0,-0.264285494103796,0.990040339764791,-0.643147951550225,-0.984799403185112,0.813840333833003,0.0331585712847076,0.536661122947473,0.483325720620497,-0.3684255758613,-0.478031481045845,-0.573468925559774,0.497363172382001,0.127939789093603,0.56823042767135,-0.983528285444362,0.574748758456709,-0.930287364221382,0.16140302452394,0.646052416548424,-0.08289517307273,-0.24636038795448,-0.70830987237959,-0.0247614692672415,-1.45731010128316,-0.325380986353801,0.213825441138873,0.115022034830125,0.01098974483313,14.28,0
70100.0,-2.87571849213924,1.66899604204011,-0.161326681008271,-0.0853904509047415,0.0122606703027026,1.72953447675888,-1.02960505500662,2.14703880470764,-0.771380350591555,-1.35026107729361,-0.912886533384094,1.56342465010683,1.53413462001191,0.774193242064017,0.563387509106433,-1.02023382342714,1.57022438010482,-2.25651753710977,-0.809906973234098,-0.483631881769514,0.0370145130127703,-0.0536580849256104,-0.274145526127437,-1.71926817067928,0.277659080145476,0.464675181819737,-0.458366944584875,-0.285728379728706,31.95,0
142768.0,2.18156888878712,-0.715224341148021,-1.17390814955145,-0.757233156471905,-0.606651850639278,-1.19092828769993,-0.279472405480375,-0.366258743503563,-0.38183904669455,0.731303118004729,-0.671800271870777,-0.192468718014584,0.34268765802373,-0.193389174707059,-0.490996343200297,0.521632719853233,0.491119314178789,-2.04884453270457,0.819974348756748,-0.0273264425143967,-0.0172682180691218,0.0228613188931475,0.224124507143746,-0.0002159387464661,-0.0823952616230104,-0.32652653512526,-0.0280353881614107,-0.0588608491598518,21.0,0
135724.0,-0.578456807225181,1.1968639724567,0.778915821238057,2.59379389913166,1.32866070272379,-0.147199664091717,1.19162762737691,-0.124364643170568,-1.41131233526828,0.620531583339654,-1.74220669845604,-0.152351968497243,0.322935967420579,-0.223112765399541,-2.44306086013707,0.463121839447118,-0.822903344571951,-0.553398050271263,-2.09377388849364,-0.338333730060025,0.291062160681459,0.980672989100655,-0.0792878978901665,-0.0658832013589094,-0.329133695999037,-0.0470659547194408,0.0602963210384576,0.211936161439567,9.96,0
73987.0,1.36121718266802,-0.550370178742168,-0.243645376339088,-0.737971614051896,-0.407451742145283,-0.243296501036204,-0.24779502276608,-0.15073971122735,-1.12528089689345,0.755787293928,0.356588541200663,0.806206439559532,1.01034086810614,0.0162158075710509,-0.767414685269498,-1.39359134778809,-0.281036507440509,1.26809158421057,0.122277403165574,-0.348759781777372,-0.423861711695217,-0.676699160989099,-0.156904781979058,-0.426744256260909,0.528999602936409,1.11996231933698,-0.0743118641077223,-0.0134991863879623,38.0,0
49491.0,0.939090886760779,-0.127803101761245,0.322077239850105,1.28961634921425,0.0108237490960589,0.631473591675317,-0.0248695324454127,0.257710255042764,0.0353070326257997,-0.0304827870235211,1.37631574291772,1.25256913964063,-0.334843121881857,0.329891924341755,-0.519702759379285,-0.811204758998386,0.306608118926081,-0.912647121836028,-0.466547489162075,-0.0734958623567858,0.0206052267880901,0.127743272807936,-0.105880764584313,-0.278215770845633,0.527913049062569,-0.307348282153814,0.0386160708871112,0.0145850302711115,79.94,0
